"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5637","Successful login with valid credentials","","Sun Jul 27 14:38:41 IST 2025","passed","Sun Jul 27 14:38:46 IST 2025","","Login functionality","Successful login with valid credentials",""
